device,tstamp,dstamp,CurrL1_A,CurrL2_A,CurrL3_A,ActPow_kW,AppPow_kVA,ReacPow_kvar,Energy_kWh,VolL1_V,VolL2_V,VolL3_V,THDUL1,THDUL2,THDUL3,THDIL1,THDIL2,THDIL3,cosphi
InformÃ¡tica,2025-05-16 10:15:34,11:14/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 10:15:34,11:14/ 16.05.2025 (UTC 2),16.99,0.99,1.48,4.02,4.62,\N,68069.3,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 10:15:34,11:14/ 16.05.2025 (UTC 2),62.54,54.97,50.67,39.48,39.94,\N,454359,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 10:15:34,11:14/ 16.05.2025 (UTC 2),42.55,42.39,71.33,37.01,37.07,\N,251310,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 10:15:34,11:14/ 16.05.2025 (UTC 2),398.26,344.56,404.8,268.31,272.41,\N,2323270,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 10:15:34,11:14 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,376.39,355.9,402.08,\N,\N,\N,1
Master,2025-05-16 10:16:34,11:15 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,432.05,428.17,333.54,\N,\N,\N,1
InformÃ¡tica,2025-05-16 10:16:34,11:15/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 10:16:34,11:15/ 16.05.2025 (UTC 2),42.29,42.06,70.91,36.81,36.87,\N,251310,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 10:16:34,11:15/ 16.05.2025 (UTC 2),485.35,430.28,485.21,324.77,332.69,\N,2323280,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 10:16:34,11:15/ 16.05.2025 (UTC 2),16.97,0.95,1.47,4,4.6,\N,68069.4,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 10:16:34,11:15/ 16.05.2025 (UTC 2),86.19,66.25,61.84,49.8,50.91,\N,454359,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 10:17:34,11:16 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,382.97,336.65,414.33,\N,\N,\N,1
TorreLidador,2025-05-16 10:17:34,11:16/ 16.05.2025 (UTC 2),399.46,349.47,389.7,265.95,270.32,\N,2323280,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 10:17:34,11:16/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 10:17:34,11:16/ 16.05.2025 (UTC 2),72.79,53.09,38.65,38.51,39.07,\N,454360,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 10:17:34,11:16/ 16.05.2025 (UTC 2),17.01,0.98,1.47,4.02,4.62,\N,68069.4,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 10:17:35,11:16/ 16.05.2025 (UTC 2),41.82,41.64,70.45,36.48,36.54,\N,251311,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 10:18:34,11:17/ 16.05.2025 (UTC 2),79.26,51.1,48.47,42.02,42.5,\N,454361,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 10:18:34,11:17/ 16.05.2025 (UTC 2),16.93,0.96,1.46,4,4.6,\N,68069.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
